isolate,n_genes,ST,Phylogroup
SRR7276945_trimmed,273,33,B1
SRR7276952_trimmed,291,33,B1
SRR7277748_trimmed,271,33~,B1
SRR7277894_trimmed,294,33,B1
SRR7283670_trimmed,295,33,B1
SRR7283766_trimmed,294,33,B1
SRR7285423_trimmed,283,33,B1
SRR7285449_trimmed,275,33,B1
SRR7285468_trimmed,293,33,B1
SRR7285492_trimmed,294,33,B1
SRR7285504_trimmed,266,33~,B1
SRR7285513_trimmed,280,33,B1
SRR7285563_trimmed,262,33~,B1
SRR7285592_trimmed,230,33~,B1
SRR7286481_trimmed,294,33,B1
SRR7286539_trimmed,289,33,B1
SRR7290975_trimmed,288,33,B1
SRR7291449_trimmed,298,33,B1
SRR7291545_trimmed,267,33,B1
SRR7291652_trimmed,294,33,B1
SRR7358001_trimmed,285,33~,B1
SRR7358038_trimmed,236,33~,B1
SRR7358055_trimmed,293,33,B1
SRR7358289_trimmed,281,33,B1
SRR7358309_trimmed,261,33,B1
SRR7367413_trimmed,257,33~,B1
SRR7367417_trimmed,280,33,B1
SRR7401644_trimmed,294,33,B1
SRR7407949_trimmed,273,33,B1
SRR7416060_trimmed,279,33,B1
SRR7501287_trimmed,291,33,B1
SRR7826915_trimmed,286,33,B1
SRR7834589_trimmed,265,33~,B1
SRR7839350_trimmed,286,33,B1
esc_ba0766aa_as,299,5365,B1
esc_ba5851aa_as,295,5413,B1
esc_ba7366aa_as,296,33,B1
esc_ca6917aa_as,293,33,B1
esc_ga8789aa_as,297,33,B1
esc_ga8793aa_as,299,33,B1
esc_ga8807aa_as,298,33,B1
esc_ga8874aa_as,297,33,B1
esc_ga8876aa_as,299,33,B1
esc_ga8885aa_as,297,33,B1
esc_ga8886aa_as,299,33,B1
esc_ga8917aa_as,298,6267,B1
esc_ga8983aa_as,298,33,B1
esc_ga8997aa_as,298,33,B1
esc_ga9088aa_as,298,33,B1
esc_ga9167aa_as,294,33,B1
esc_ga9189aa_as,296,33,B1
esc_ga9234aa_as,295,33,B1
esc_ga9246aa_as,301,33,B1
esc_ga9440aa_as,296,33,B1
esc_ha0893aa_as,295,33,B1
esc_ha2658aa_as,295,33,B1
esc_ia1289aa_as,290,33,B1
esc_ja3769aa_as,299,33,B1
esc_ja4375aa_as,298,33,B1
esc_ja4411aa_as,291,33,B1
esc_ja4431aa_as,296,33,B1
esc_ja4592aa_as,292,33,B1
esc_ja4643aa_as,294,33,B1
esc_ja4680aa_as,297,33,B1
esc_ja4819aa_as,298,33,B1
esc_ja5132aa_as,296,33,B1
esc_ja7758aa_as,297,33,B1
esc_ja7785aa_as,297,33,B1
esc_ja9084aa_as,296,33,B1
esc_ja9196aa_as,297,33,B1
esc_ka0539aa_as,294,33,B1
esc_ka0874aa_as,295,33,B1
esc_ka0968aa_as,298,33,B1
esc_ka1110aa_as,297,33,B1
esc_ka2153aa_as,295,33,B1
esc_la5816aa_as,297,33,B1
esc_ra3273aa_as,301,33,B1
esc_ra7090aa_as,292,33,B1
44310_B01_contigs_pacbio,313,137,E
AIAI00000000,303,32,E
JHSQ00000000,310,137,E
JHSS00000000,303,137,E
SRR5029691_trimmed,300,32,E
SRR5029730_trimmed,265,32,E
SRR5029798_trimmed,283,32~,E
SRR5029801_trimmed,295,32,E
SRR7187072_trimmed,215,32~,E
SRR7223162_trimmed,303,32,E
SRR7277792_trimmed,237,32~,E
SRR7291557_trimmed,310,137,E
SRR7367534_trimmed,299,137,E
SRR7457849_trimmed,262,32~,E
SRR7474047_trimmed,312,32,E
SRR7527613_trimmed,299,32,E
SRR7833104_trimmed,308,32,E
SRR7835331_trimmed,306,32,E
SRR7839336_trimmed,298,32,E
esc_ba0851aa_as,305,32,E
esc_ba4354aa_as,306,32,E
esc_ba5952aa_as,305,32,E
esc_ba6189aa_as,306,32,E
esc_ca2866aa_as,306,32,E
esc_ca3018aa_as,305,32,E
esc_ca4715aa_as,306,32,E
esc_ca6614aa_as,306,32,E
esc_fa1608aa_as,306,32,E
esc_ga0429aa_as,303,32,E
esc_ga6517aa_as,304,32,E
esc_ga7655aa_as,311,32,E
esc_ga8802aa_as,303,32,E
esc_ga8908aa_as,308,32,E
esc_ga9158aa_as,311,32,E
esc_ga9439aa_as,310,32,E
esc_ha0780aa_as,300,32,E
esc_ha0900aa_as,303,32,E
esc_ha3957aa_as,309,32,E
esc_ha6179aa_as,311,32,E
esc_ha6181aa_as,303,32,E
esc_ia0862aa_as,306,32,E
esc_ia6411aa_as,303,32,E
esc_ia6426aa_as,308,32,E
esc_ja3790aa_as,313,7031,E
esc_ja3818aa_as,306,32,E
esc_ja3976aa_as,311,32,E
esc_ja4358aa_as,311,32,E
esc_ja5404aa_as,314,6130,E
esc_ja5545aa_as,305,32,E
esc_ja9008aa_as,310,32,E
esc_ka4227aa_as,310,32,E
esc_ka4599aa_as,299,32,E
esc_ka6851aa_as,310,32,E
esc_la4765aa_as,309,32,E
esc_la5815aa_as,306,32,E
esc_la5817aa_as,309,32,E
esc_la5818aa_as,310,32,E
esc_pa2428aa_as,306,32,E
esc_pa2429aa_as,305,32,E
esc_pa2432aa_as,313,137,E
esc_pa2433aa_as,305,32,E
esc_pa2434aa_as,312,32,E
esc_pa2436aa_as,306,32,E
esc_pa2437aa_as,305,32,E
esc_pa2440aa_as,305,32,E
esc_pa2442aa_as,310,32,E
esc_pa2443aa_as,311,32,E
esc_pa2444aa_as,309,32,E
esc_pa2445aa_as,310,32,E
esc_pa2446aa_as,307,32,E
esc_pa2448aa_as,313,32,E
esc_pa2449aa_as,306,32,E
esc_pa2450aa_as,311,32,E
esc_pa2482aa_as,293,32,E
esc_pa2483aa_as,311,32,E
esc_pa2485aa_as,311,32,E
esc_pa2486aa_as,306,32,E
esc_pa2487aa_as,306,32,E
esc_pa2488aa_as,311,32,E
esc_pa2764aa_as,306,32,E
esc_pa2765aa_as,306,32,E
esc_pa2766aa_as,306,32,E
esc_pa2767aa_as,286,32,E
esc_pa2768aa_as,305,32,E
esc_pa2769aa_as,270,32,E
esc_pa2770aa_as,305,32,E
esc_pa2771aa_as,305,32,E
esc_pa2772aa_as,306,32,E
esc_pa2774aa_as,311,32,E
esc_pa2775aa_as,311,32,E
esc_pa2776aa_as,309,137,E
esc_pa2777aa_as,305,32,E
esc_pa2778aa_as,303,32,E
esc_pa2779aa_as,305,32,E
esc_pa2780aa_as,311,32,E
esc_pa2782aa_as,306,32,E
esc_pa2783aa_as,306,32,E
esc_pa2784aa_as,307,32,E
esc_pa2785aa_as,313,32,E
esc_qa9935aa_as,305,32,E
esc_qa9940aa_as,317,137,E
esc_ra3598aa_as,307,32,E
esc_ra4619aa_as,304,32,E
esc_ra4983aa_as,301,32,E
11657_6#17,335,127,B2
11657_6#41,343,127,B2
11657_7#6,338,127,B2
11657_7#80,338,127,B2
11658_3#40,336,127,B2
11658_4#10,337,127,B2
11658_4#2,338,127,B2
11658_4#38,337,127,B2
11658_5#21,337,127,B2
11658_5#51,337,127,B2
11658_5#55,339,127,B2
11658_5#60,338,5417,B2
11658_5#69,338,127,B2
11658_6#28,340,127,B2
11658_6#3,338,127,B2
11658_7#54,338,127,B2
11658_7#56,338,127,B2
11658_8#36,337,127,B2
11679_4#28,338,127,B2
11679_4#43,341,127,B2
11679_4#70,335,127,B2
11679_4#80,339,127,B2
11679_5#14,347,127,B2
11679_5#60,337,127,B2
11679_5#75,339,127,B2
11679_5#88,339,127,B2
11679_6#76,344,127,B2
11679_6#77,339,127,B2
11679_6#88,338,127,B2
11679_7#19,345,127,B2
11679_7#30,338,127,B2
11679_7#78,335,127,B2
11679_8#24,337,127,B2
11679_8#62,345,127,B2
11679_8#72,335,127,B2
11679_8#8,338,127,B2
11679_8#90,337,127,B2
11791_3#31,339,127,B2
11791_3#4,336,5364,B2
11791_3#47,344,127,B2
11791_3#59,338,127,B2
11791_7#32,338,127,B2
12045_3#65,348,127,B2
55064_D01_contigs_canu_1_6,339,127,B2
AAJU00000000,336,127,B2
JSFX00000000,337,127,B2
JSGJ00000000,338,127,B2
JSHD00000000,337,5457,B2
JSHY00000000,339,127,B2
JSIR00000000,337,127,B2
JSKL00000000,302,127,B2
JSKN00000000,336,127,B2
JSKO00000000,337,127,B2
JSLX00000000,336,127,B2
JSMQ00000000,342,127,B2
JSMU00000000,337,127,B2
JSNK00000000,336,127,B2
JSNN00000000,344,127,B2
JSNQ00000000,337,127,B2
JSOC00000000,335,127,B2
NC_008253,329,127,B2
SRR5018303_trimmed,330,127,B2
SRR5031192_trimmed,332,127,B2
SRR7209046_trimmed,335,127,B2
SRR7221255_trimmed,275,127~,B2
SRR7236573_trimmed,332,127,B2
SRR7283674_trimmed,328,127~,B2
esc_ba7040aa_as,336,127,B2
esc_ba7063aa_as,336,127,B2
esc_ba7152aa_as,336,127,B2
esc_ba7450aa_as,328,127,B2
esc_ba7704aa_as,338,127,B2
esc_ba9015aa_as,337,5370,B2
esc_ba9187aa_as,336,127,B2
esc_ba9412aa_as,337,127,B2
esc_ba9575aa_as,335,127,B2
esc_ca2506aa_as,338,127,B2
esc_ca2522aa_as,334,127,B2
esc_ca2830aa_as,337,127,B2
esc_ca2907aa_as,334,127,B2
esc_ca3339aa_as,337,127,B2
esc_ca3457aa_as,336,5337,B2
esc_ca3560aa_as,337,127,B2
esc_ca4039aa_as,337,5370,B2
esc_ca4128aa_as,336,127,B2
esc_ca4222aa_as,337,127,B2
esc_ca4733aa_as,336,5337,B2
esc_ca5032aa_as,337,127,B2
esc_ca5374aa_as,335,127,B2
esc_ca6149aa_as,319,127,B2
esc_ca6316aa_as,338,127,B2
esc_ca6489aa_as,337,127,B2
esc_ea6184aa_as,336,5337,B2
esc_fa7120aa_as,336,127,B2
esc_ga8803aa_as,338,127,B2
esc_ga8907aa_as,338,127,B2
esc_ga9193aa_as,336,127,B2
esc_ga9206aa_as,339,127,B2
esc_ga9265aa_as,337,127,B2
esc_ga9396aa_as,338,127,B2
esc_ha0918aa_as,336,127,B2
esc_ha8268aa_as,338,127,B2
esc_ha8270aa_as,337,127,B2
esc_ia1488aa_as,341,127,B2
esc_ia2251aa_as,337,127,B2
esc_ka3956aa_as,331,127,B2
11657_5#33,292,10,A
11791_3#35,308,10,A
31436_D01_contigs_pacbio,296,10,A
38656_B02_contigs_hgap_4_0,299,10~,A
38732_B01_contigs_pacbio,300,10,A
38891_B02_contigs_pacbio,309,10,A
38936_C01_contigs_pacbio,292,10,A
39111_A02_contigs_pacbio,299,10,A
39610_B01_contigs_pacbio,286,10,A
42912_F02_contigs_pacbio,287,10,A
7521_4#96,315,43,A
7553_7#63,306,5339,A
7553_7#66,308,10,A
7790_1#54,297,10,A
7790_1#76,308,10,A
7790_1#84,306,5353,A
7790_1#87,306,5353,A
8205_3#31,315,10,A
8205_3#45,306,10,A
8205_3#53,296,5543,A
9776_2#87,300,10,A
AIAL00000000,289,10,A
AIAO00000000,291,10,A
JHRU00000000,309,10~,A
JSIN00000000,291,10,A
SRR5031214_trimmed,307,10,A
SRR5031229_trimmed,300,10,A
SRR5470159_trimmed,299,10,A
SRR7184330_trimmed,288,10,A
SRR7208795_trimmed,313,8280,A
SRR7221093_trimmed,289,4305,A
SRR7221207_trimmed,309,10,A
SRR7230694_trimmed,297,10,A
SRR7286602_trimmed,298,43,A
SRR7291583_trimmed,313,4305,A
SRR7291926_trimmed,314,10,A
SRR7457843_trimmed,277,10,A
SRR7500933_trimmed,294,10,A
SRR7500944_trimmed,301,10,A
SRR7500979_trimmed,297,10,A
SRR7505780_trimmed,287,10,A
SRR7505869_trimmed,305,10,A
SRR7505882_trimmed,304,10,A
SRR7827079_trimmed,306,10,A
esc_ba1526aa_as,304,43,A
esc_ba7192aa_as,295,10,A
esc_ba9902aa_as,299,43,A
esc_ca1598aa_as,307,5332,A
esc_ca2315aa_as,297,10,A
esc_ca2651aa_as,293,5325,A
esc_ca3100aa_as,293,10,A
esc_ca3465aa_as,315,10,A
esc_ca4195aa_as,314,10,A
esc_ca4412aa_as,305,10,A
esc_ca4985aa_as,295,10,A
esc_ga8806aa_as,314,4305,A
esc_ga8871aa_as,315,4305,A
esc_ga8901aa_as,297,10,A
esc_ga8916aa_as,307,10,A
esc_ga8948aa_as,316,10,A
esc_ga8969aa_as,294,10,A
esc_ga9150aa_as,298,10,A
esc_ga9182aa_as,310,10,A
esc_ga9220aa_as,303,10,A
esc_ga9307aa_as,298,10,A
esc_ga9423aa_as,298,10,A
esc_ga9451aa_as,292,10,A
esc_ha7407aa_as,310,10,A
esc_ha7409aa_as,300,43,A
esc_ia1455aa_as,291,10,A
esc_ia1475aa_as,297,10,A
esc_ia1645aa_as,306,10,A
esc_ia2218aa_as,334,10,A
esc_ia2261aa_as,333,10,A
esc_ja3795aa_as,312,4305,A
esc_ja4067aa_as,298,10,A
esc_ja4708aa_as,297,10,A
esc_ja8348aa_as,311,10,A
esc_ka3840aa_as,299,43,A
esc_ka5462aa_as,315,10,A
esc_ma8839aa_as,303,10,A
esc_ma8844aa_as,319,10,A
esc_ma8849aa_as,315,10,A
esc_ma8877aa_as,317,10,A
esc_qa2872aa_as,313,10,A
esc_qa2874aa_as,316,10,A
esc_ra2552aa_as,317,10,A
esc_ra2557aa_as,314,10,A
esc_ra2558aa_as,320,10,A
esc_ra2564aa_as,312,10,A
esc_ra4927aa_as,307,43,A
11657_5#31,332,12,B2
11657_5#73,333,12,B2
11657_6#74,330,12,B2
11657_6#77,330,12,B2
11657_7#72,333,5604,B2
11657_7#83,334,12,B2
11658_3#37,335,12,B2
11658_3#54,330,12,B2
11658_3#62,343,12,B2
11658_3#80,331,12,B2
11658_4#82,331,12,B2
11658_5#31,328,12,B2
11658_5#46,333,12,B2
11658_5#62,331,12,B2
11658_5#67,333,12,B2
11658_5#7,329,12,B2
11658_5#74,333,12,B2
11658_5#83,334,12,B2
11658_6#27,331,12,B2
11658_6#44,333,5389,B2
11658_6#45,332,12,B2
11658_6#55,335,12,B2
11658_6#59,335,12,B2
11658_6#60,338,12,B2
11658_6#69,314,961,B2
11658_6#71,332,12,B2
11658_7#14,328,12,B2
11658_7#63,327,12,B2
11658_7#77,333,12,B2
11658_8#24,335,12,B2
11658_8#56,334,12,B2
11658_8#95,331,12,B2
11679_4#46,338,12,B2
11679_4#79,330,12,B2
11679_5#13,331,12,B2
11679_5#70,328,12,B2
11679_6#11,342,4702,B2
11679_6#20,327,12,B2
11679_6#8,338,12,B2
11679_6#86,332,12,B2
11679_7#51,326,12,B2
11679_7#52,334,12,B2
11679_7#68,323,12,B2
11679_8#12,332,12,B2
11679_8#17,330,12,B2
11679_8#27,332,12,B2
11679_8#67,334,12,B2
11679_8#88,334,12,B2
11791_3#1,331,12,B2
11791_3#20,336,12,B2
11791_3#30,332,12,B2
11791_3#5,332,12,B2
11791_3#57,336,12,B2
11791_3#78,337,12,B2
11791_6#13,335,12,B2
11791_6#28,334,12,B2
11791_7#67,334,12,B2
12045_3#64,334,12,B2
38891_C02_contigs_pacbio,330,12,B2
54466_D01_contigs_pacbio,328,12,B2
8476_1#1,332,12,B2
APNU00000000,323,12,B2
JSHT00000000,328,12,B2
JSIL00000000,327,12,B2
JSLK00000000,323,12,B2
JSMO00000000,331,12,B2
JSMS00000000,323,12,B2
JSNL00000000,336,12,B2
SRR7184211_trimmed,323,12,B2
SRR7249742_trimmed,309,8303,B2
SRR7500923_trimmed,299,12~,B2
SRR7505772_trimmed,328,12~,B2
esc_ba6520aa_as,332,12,B2
esc_ba6989aa_as,332,12,B2
esc_ba9764aa_as,333,12,B2
esc_ca0151aa_as,337,12,B2
esc_ca1468aa_as,346,827,B2
esc_ca2505aa_as,332,12,B2
esc_ca2611aa_as,331,12,B2
esc_ca2897aa_as,333,12,B2
esc_ca3642aa_as,333,12,B2
esc_ca3793aa_as,334,12,B2
esc_ca3963aa_as,328,12,B2
esc_ca4289aa_as,331,12,B2
esc_ca4691aa_as,328,12,B2
esc_ca4911aa_as,332,12,B2
esc_ca5320aa_as,335,12,B2
esc_ca5468aa_as,333,12,B2
esc_ca5736aa_as,331,12,B2
esc_ca5914aa_as,335,12,B2
esc_ca5919aa_as,332,12,B2
esc_ca5977aa_as,332,12,B2
esc_ca6138aa_as,333,3352,B2
esc_ca6366aa_as,327,12,B2
esc_ca6425aa_as,332,12,B2
esc_ga6578aa_as,325,12,B2
esc_ga8988aa_as,336,12,B2
esc_ga9155aa_as,337,12,B2
esc_ha7801aa_as,331,12,B2
esc_ha7989aa_as,332,12,B2
esc_ha8248aa_as,336,12,B2
esc_ha8657aa_as,331,12,B2
esc_ia2245aa_as,334,12,B2
esc_ia2295aa_as,329,12,B2
esc_ja3745aa_as,336,12,B2
esc_ja3822aa_as,333,12,B2
esc_ka6768aa_as,337,12,B2
esc_ka7577aa_as,329,12,B2
esc_la5733aa_as,329,12,B2
esc_na8798aa_as,334,12,B2
ADUQ00000000,302,16,B1
NC_013364,295,16,B1
SRR7187530_trimmed,242,16~,B1
SRR7191464_trimmed,279,16,B1
SRR7215958_trimmed,291,16,B1
SRR7230244_trimmed,289,16,B1
SRR7230308_trimmed,282,6248,B1
SRR7250990_trimmed,284,16,B1
SRR7274785_trimmed,289,16,B1
SRR7276901_trimmed,257,16,B1
SRR7282634_trimmed,285,16,B1
SRR7283805_trimmed,279,16,B1
SRR7285549_trimmed,276,16~,B1
SRR7285596_trimmed,277,16,B1
SRR7367205_trimmed,281,16,B1
SRR7367403_trimmed,292,16,B1
SRR7368866_trimmed,292,16,B1
SRR7456557_trimmed,293,16,B1
SRR7457850_trimmed,289,16,B1
SRR7500993_trimmed,247,16,B1
SRR7501426_trimmed,296,16,B1
SRR7505866_trimmed,295,16,B1
SRR7839296_trimmed,285,16,B1
esc_ba5509aa_as,294,16,B1
esc_fa7714aa_as,293,16,B1
esc_fa7715aa_as,303,16,B1
esc_fa8282aa_as,293,16,B1
esc_fa8283aa_as,291,16,B1
esc_fa8439aa_as,300,16,B1
esc_fa9652aa_as,296,16,B1
esc_ga0461aa_as,295,16,B1
esc_ga5558aa_as,296,16,B1
esc_ga5815aa_as,288,16,B1
esc_ga5816aa_as,292,16,B1
esc_ga5818aa_as,293,16,B1
esc_ga6509aa_as,295,16,B1
esc_ga6518aa_as,295,6208,B1
esc_ga8813aa_as,294,16,B1
esc_ga8949aa_as,293,16,B1
esc_ha0197aa_as,294,16,B1
esc_ha0204aa_as,295,16,B1
esc_ha0206aa_as,294,16,B1
esc_ha3937aa_as,294,16,B1
esc_ha3951aa_as,301,16,B1
esc_ha3959aa_as,294,16,B1
esc_ha3960aa_as,293,1792,B1
esc_ha3973aa_as,295,16,B1
esc_ha4015aa_as,292,16,B1
esc_ha6170aa_as,288,16,B1
esc_ha6174aa_as,295,16,B1
esc_ha6180aa_as,302,16,B1
esc_ha6198aa_as,294,16,B1
esc_ha6199aa_as,294,16,B1
esc_ha6432aa_as,293,16,B1
esc_ha8856aa_as,292,16,B1
esc_ha8863aa_as,292,16,B1
esc_ha8864aa_as,293,16,B1
esc_ha8868aa_as,293,16,B1
esc_ha9386aa_as,302,6628,B1
esc_ha9388aa_as,292,16,B1
esc_ha9488aa_as,293,16,B1
esc_ha9489aa_as,293,16,B1
esc_ha9490aa_as,293,16,B1
esc_ia0321aa_as,301,16,B1
esc_ia0352aa_as,295,16,B1
esc_ia0761aa_as,293,16,B1
esc_ia0830aa_as,292,16,B1
esc_ia1175aa_as,293,16,B1
esc_ia3127aa_as,302,16,B1
esc_ia8535aa_as,292,16,B1
esc_ja5398aa_as,294,16,B1
esc_ja7577aa_as,293,16,B1
esc_ja7879aa_as,294,16,B1
esc_ka5260aa_as,292,16,B1
esc_la1452aa_as,293,16,B1
esc_la4409aa_as,293,16,B1
esc_la4410aa_as,294,16,B1
esc_la4412aa_as,294,16,B1
esc_la4416aa_as,294,16,B1
esc_la4733aa_as,295,16,B1
esc_la5642aa_as,293,16,B1
esc_la5646aa_as,295,16,B1
esc_la5650aa_as,302,16,B1
esc_la5728aa_as,293,16,B1
esc_la5746aa_as,301,16,B1
esc_la5807aa_as,294,16,B1
esc_la6545aa_as,295,16,B1
esc_la6615aa_as,292,16,B1
esc_ma3113aa_as,293,16,B1
esc_na2628aa_as,302,16,B1
esc_na8668aa_as,293,16,B1
esc_oa1568aa_as,293,16,B1
esc_oa7457aa_as,295,16,B1
esc_pa1831aa_as,292,16,B1
esc_pa7576aa_as,290,16,B1
esc_pa9446aa_as,292,16,B1
esc_qa2187aa_as,293,16,B1
esc_qa4365aa_as,293,16,B1
esc_qa4373aa_as,292,1792,B1
esc_qa4382aa_as,292,16,B1
esc_qa5079aa_as,293,7861,B1
esc_qa9820aa_as,295,16,B1
esc_ra1562aa_as,290,16,B1
esc_ra3570aa_as,293,16,B1
esc_ra3589aa_as,291,16,B1
esc_ra3701aa_as,291,16,B1
esc_ra4199aa_as,294,16,B1
esc_ra4205aa_as,293,16,B1
esc_ra4213aa_as,293,16,B1
SRR4787231_trimmed,280,25~,B1
SRR4788190_trimmed,290,25~,B1
SRR5029844_trimmed,297,25,B1
SRR5031208_trimmed,287,25,B1
SRR7167515_trimmed,301,25,B1
SRR7172274_trimmed,296,25,B1
SRR7179882_trimmed,282,811,B1
SRR7184319_trimmed,299,25,B1
SRR7184371_trimmed,294,6265,B1
SRR7184375_trimmed,283,4748,B1
SRR7186910_trimmed,293,25,B1
SRR7186962_trimmed,287,25,B1
SRR7187956_trimmed,297,25,B1
SRR7191693_trimmed,297,25,B1
SRR7191713_trimmed,296,4748,B1
SRR7215521_trimmed,290,25,B1
SRR7215522_trimmed,291,4748,B1
SRR7215568_trimmed,268,25~,B1
SRR7221121_trimmed,295,25~,B1
SRR7221202_trimmed,299,25,B1
SRR7223113_trimmed,299,25,B1
SRR7223118_trimmed,300,25,B1
SRR7223132_trimmed,298,25,B1
SRR7223148_trimmed,289,25,B1
SRR7230222_trimmed,264,4748~,B1
SRR7236596_trimmed,288,811,B1
SRR7236598_trimmed,283,25~,B1
SRR7244240_trimmed,294,25,B1
SRR7244317_trimmed,293,25,B1
SRR7251003_trimmed,257,25,B1
SRR7251450_trimmed,296,4748,B1
SRR7251457_trimmed,280,25,B1
SRR7265952_trimmed,292,25,B1
SRR7266793_trimmed,290,811,B1
SRR7274849_trimmed,299,811,B1
SRR7283724_trimmed,283,25,B1
SRR7283750_trimmed,260,25~,B1
SRR7285463_trimmed,292,25,B1
SRR7285514_trimmed,301,25,B1
SRR7285522_trimmed,298,25,B1
SRR7286250_trimmed,290,25~,B1
SRR7286369_trimmed,296,25,B1
SRR7286517_trimmed,295,25,B1
SRR7290987_trimmed,300,25,B1
SRR7290988_trimmed,291,811,B1
SRR7291010_trimmed,293,4748,B1
SRR7291651_trimmed,290,4748,B1
SRR7358021_trimmed,252,25~,B1
SRR7367226_trimmed,299,25,B1
SRR7401615_trimmed,276,811~,B1
SRR7401629_trimmed,296,25,B1
SRR7401639_trimmed,278,811,B1
SRR7407971_trimmed,276,25~,B1
SRR7474134_trimmed,296,25,B1
SRR7500917_trimmed,295,25,B1
SRR7500988_trimmed,285,6265~,B1
SRR7505890_trimmed,302,6265~,B1
SRR7522853_trimmed,300,25,B1
SRR7588705_trimmed,289,8422,B1
SRR7839367_trimmed,298,25,B1
esc_ca0184aa_as,299,25,B1
esc_ga8488aa_as,302,25,B1
esc_ga8812aa_as,296,4748,B1
esc_ga8835aa_as,302,25,B1
esc_ga8856aa_as,302,25,B1
esc_ga8865aa_as,301,25,B1
esc_ga8889aa_as,301,25,B1
esc_ga8891aa_as,301,25,B1
esc_ga9112aa_as,297,811,B1
esc_ga9372aa_as,303,25,B1
esc_ga9391aa_as,301,25,B1
esc_ga9428aa_as,301,25,B1
esc_ga9448aa_as,303,25,B1
esc_ga9458aa_as,300,25,B1
esc_ia1633aa_as,309,25,B1
esc_ia1655aa_as,299,25,B1
esc_ia1665aa_as,297,25,B1
esc_ia1670aa_as,310,25,B1
esc_ja3852aa_as,298,25,B1
esc_ja3918aa_as,297,25,B1
esc_ja4058aa_as,299,4748,B1
esc_ja4125aa_as,300,25,B1
esc_ja4437aa_as,297,25,B1
esc_ja4523aa_as,300,25,B1
esc_ja4555aa_as,296,811,B1
esc_ja4729aa_as,297,25,B1
esc_ja5279aa_as,297,25,B1
esc_ja7446aa_as,299,25,B1
esc_ra1855aa_as,300,25,B1
40961_A01_contigs_pacbio,302,7444,E
7790_1#50,297,335,E
7790_1#71,300,335,E
AIAD00000000,295,335,E
AIAE00000000,296,335,E
AIAF00000000,302,335,E
AIAH00000000,299,335,E
AIFQ00000000,302,7444,E
AIFR00000000,301,335,E
AIFS00000000,299,335,E
AIFT00000000,298,335,E
AIFU00000000,302,61,E
NC_013941,310,335,E
NC_017656,301,335,E
SRR4788328_trimmed,286,335,E
SRR5024312_trimmed,301,335,E
SRR7163949_trimmed,287,335,E
SRR7221213_trimmed,309,335,E
SRR7221221_trimmed,310,335,E
SRR7257125_trimmed,309,335,E
SRR7833100_trimmed,310,335,E
esc_ga3649aa_as,312,335,E
esc_ga3723aa_as,312,335,E
esc_ga8867aa_as,300,335,E
esc_ga8933aa_as,312,335,E
esc_ga8937aa_as,312,335,E
esc_ga8953aa_as,312,335,E
esc_ga8962aa_as,312,335,E
esc_ga8981aa_as,312,335,E
esc_ga8985aa_as,312,335,E
esc_ga8996aa_as,312,335,E
esc_ga9076aa_as,312,335,E
esc_ga9084aa_as,312,335,E
esc_ga9144aa_as,313,335,E
esc_ga9156aa_as,313,335,E
esc_ga9168aa_as,313,335,E
esc_ga9170aa_as,312,335,E
esc_ga9188aa_as,312,335,E
esc_ga9227aa_as,311,335,E
esc_ga9230aa_as,312,335,E
esc_ga9250aa_as,313,335,E
esc_ga9268aa_as,312,335,E
esc_ga9299aa_as,312,335,E
esc_ga9309aa_as,311,335,E
esc_ga9317aa_as,312,335,E
esc_ga9319aa_as,312,335,E
esc_ga9364aa_as,300,335,E
esc_ga9417aa_as,312,335,E
esc_ga9454aa_as,312,335,E
esc_ia1164aa_as,310,335,E
esc_ia1454aa_as,312,335,E
esc_ja3796aa_as,312,335,E
esc_ja4002aa_as,312,335,E
esc_ja4052aa_as,312,335,E
esc_ja4604aa_as,311,335,E
esc_ja4719aa_as,313,335,E
esc_ja4768aa_as,312,335,E
esc_ja8592aa_as,313,335,E
esc_ja8895aa_as,313,335,E
esc_ka5607aa_as,313,335,E
esc_pa0770aa_as,311,335,E
esc_qa2893aa_as,311,335,E
11657_5#17,335,14,B2
11657_5#23,351,550,B2
11657_5#29,348,404,B2
11657_6#18,347,550,B2
11657_6#27,337,14,B2
11657_6#32,359,550,B2
11657_6#66,334,14,B2
11657_6#76,349,404,B2
11657_7#15,344,550,B2
11658_3#21,331,14,B2
11658_3#76,351,14,B2
11658_4#32,347,404,B2
11658_4#39,333,14,B2
11658_5#17,354,14,B2
11658_5#88,334,14,B2
11658_6#20,353,14,B2
11658_6#21,343,404,B2
11658_6#35,334,14,B2
11658_6#93,335,14,B2
11658_7#11,344,404,B2
11658_7#79,347,14,B2
11658_8#53,353,14,B2
11679_4#14,349,550,B2
11679_4#18,346,550,B2
11679_4#30,344,550,B2
11679_4#37,350,14,B2
11679_5#73,332,14,B2
11679_6#14,336,1193,B2
11679_6#63,332,14,B2
11679_7#15,333,14,B2
11679_7#34,346,1057,B2
11791_3#84,346,404,B2
11791_6#34,345,404,B2
11791_7#46,333,14,B2
8939_4#63,348,5669,B2
JSHR00000000,330,404,B2
JSJJ00000000,346,404,B2
JSJK00000000,336,1193,B2
JSKM00000000,329,1193,B2
JSQV00000000,337,1193,B2
JSSK00000000,344,404,B2
JSSL00000000,344,404,B2
SRR4192108_trimmed,337,404,B2
SRR7250984_trimmed,329,404,B2
SRR7291608_trimmed,338,1193,B2
